"symbol"	"ensembl_gene_id"	"entrez_id"
"AQP12A"	"ENSG00000184945"	375318
"AQP12B"	"ENSG00000185176"	653437
"ARAP2"	"ENSG00000047365"	116984
"ARF4"	"ENSG00000168374"	378
"ARFGAP1"	"ENSG00000101199"	55738
"ARFGAP3"	"ENSG00000242247"	26286
"ARFGEF2"	"ENSG00000124198"	10564
"ARFRP1"	"ENSG00000101246"	10139
"ARGFX"	"ENSG00000186103"	503582
"ARHGAP15"	"ENSG00000075884"	55843
"ARHGAP25"	"ENSG00000163219"	9938
"ARHGAP31"	"ENSG00000031081"	57514
"ARHGAP33"	"ENSG00000004777"	115703
"ARHGAP35"	"ENSG00000160007"	2909
"ARHGAP40"	"ENSG00000124143"	343578
"ARHGEF1"	"ENSG00000076928"	9138
"ARHGEF1"	"ENSG00000076928"	100505585
"ARHGEF26"	"ENSG00000277101"	26084
"ARHGEF26"	"ENSG00000114790"	26084
"ARHGEF3"	"ENSG00000163947"	50650
"ARHGEF33"	"ENSG00000214694"	100271715
"ARHGEF4"	"ENSG00000136002"	50649
"ARID5A"	"ENSG00000196843"	10865
"ARIH2"	"ENSG00000177479"	10425
"ARIH2OS"	"ENSG00000221883"	NA
"ARL13B"	"ENSG00000169379"	200894
"ARL14"	"ENSG00000179674"	80117
"ARL4C"	"ENSG00000188042"	10123
"ARL5A"	"ENSG00000162980"	26225
"ARL6"	"ENSG00000113966"	84100
"ARL6IP5"	"ENSG00000144746"	10550
"ARL6IP6"	"ENSG00000177917"	151188
"ARL8B"	"ENSG00000134108"	55207
"ARL9"	"ENSG00000196503"	132946
"ARMC6"	"ENSG00000105676"	93436
"ARMC8"	"ENSG00000114098"	25852
"ARMC9"	"ENSG00000135931"	80210
"ARPC2"	"ENSG00000163466"	10109
"ARPP21"	"ENSG00000172995"	10777
"ARRDC2"	"ENSG00000105643"	27106
"ARSA"	"ENSG00000100299"	410
"ARVCF"	"ENSG00000099889"	421
"ASAP2"	"ENSG00000151693"	8853
"ASB1"	"ENSG00000065802"	51665
"ASB14"	"ENSG00000239388"	142686
"ASB18"	"ENSG00000182177"	401036
"ASB3"	"ENSG00000115239"	51130
"ASB3"	"ENSG00000115239"	100302652
"ASCC2"	"ENSG00000100325"	84164
"ASIC4"	"ENSG00000072182"	55515
"ASIP"	"ENSG00000101440"	434
"ASNSD1"	"ENSG00000138381"	54529
"ASPDH"	"ENSG00000204653"	554235
"ASPHD2"	"ENSG00000128203"	57168
"ASPRV1"	"ENSG00000244617"	151516
"ASTE1"	"ENSG00000034533"	28990
"ASTL"	"ENSG00000188886"	431705
"ASXL1"	"ENSG00000171456"	171023
"ASXL2"	"ENSG00000143970"	55252
"ATAD2B"	"ENSG00000119778"	54454
"ATF2"	"ENSG00000115966"	1386
"ATF4"	"ENSG00000128272"	468
"ATF5"	"ENSG00000169136"	22809
"ATG16L1"	"ENSG00000281089"	55054
"ATG16L1"	"ENSG00000085978"	55054
"ATG3"	"ENSG00000144848"	64422
"ATG4B"	"ENSG00000168397"	23192
"ATG7"	"ENSG00000197548"	10533
"ATG9A"	"ENSG00000198925"	79065
"ATIC"	"ENSG00000138363"	471
"ATL2"	"ENSG00000119787"	64225
"ATOH8"	"ENSG00000168874"	84913
"ATP10D"	"ENSG00000145246"	57205
"ATP11B"	"ENSG00000058063"	23200
"ATP13A1"	"ENSG00000105726"	57130
"ATP13A3"	"ENSG00000133657"	79572
"ATP13A4"	"ENSG00000127249"	84239
"ATP13A5"	"ENSG00000187527"	344905
"ATP1A3"	"ENSG00000105409"	478
"ATP1B3"	"ENSG00000069849"	483
"ATP2B2"	"ENSG00000157087"	491
"ATP2B4"	"ENSG00000058668"	493
"ATP2C1"	"ENSG00000017260"	27032
"ATP4A"	"ENSG00000105675"	495
"ATP6V1A"	"ENSG00000114573"	523
"ATP6V1B1"	"ENSG00000116039"	525
"ATP6V1C2"	"ENSG00000143882"	245973
"ATP6V1E1"	"ENSG00000131100"	529
"ATP6V1E2"	"ENSG00000250565"	90423
"ATP8A1"	"ENSG00000124406"	10396
"ATP9A"	"ENSG00000054793"	10079
"ATR"	"ENSG00000175054"	545
"ATRAID"	"ENSG00000138085"	51374
"ATRIP"	"ENSG00000164053"	84126
"ATRN"	"ENSG00000088812"	8455
"ATXN10"	"ENSG00000130638"	25814
"ATXN7"	"ENSG00000163635"	6314
"AUP1"	"ENSG00000115307"	550
"AURKA"	"ENSG00000087586"	6790
"AURKC"	"ENSG00000105146"	6795
"AVP"	"ENSG00000101200"	551
"AXL"	"ENSG00000167601"	558
"AZI2"	"ENSG00000163512"	64343
"B3GALNT1"	"ENSG00000169255"	8706
"B3GALT1"	"ENSG00000172318"	8708
"B3GALT5"	"ENSG00000183778"	10317
"B3GNT2"	"ENSG00000170340"	10678
"B3GNT3"	"ENSG00000179913"	10331
"B3GNT5"	"ENSG00000176597"	84002
"B3GNT7"	"ENSG00000156966"	93010
"B3GNT8"	"ENSG00000177191"	374907
"B4GALT4"	"ENSG00000121578"	8702
"B4GALT5"	"ENSG00000158470"	9334
"B9D2"	"ENSG00000123810"	80776
"BABAM1"	"ENSG00000105393"	29086
"BABAM2"	"ENSG00000158019"	9577
"BACE2"	"ENSG00000182240"	25825
"BACH1"	"ENSG00000156273"	571
"BACH1"	"ENSG00000156273"	100379661
"BAIAP2L2"	"ENSG00000128298"	80115
"BANF2"	"ENSG00000125888"	140836
"BAP1"	"ENSG00000163930"	8314
"BARD1"	"ENSG00000138376"	580
"BAX"	"ENSG00000087088"	581
"BAZ2B"	"ENSG00000123636"	29994
"BBC3"	"ENSG00000105327"	27113
"BBX"	"ENSG00000114439"	56987
"BCAM"	"ENSG00000187244"	4059
"BCAS1"	"ENSG00000064787"	8537
"BCAS4"	"ENSG00000124243"	55653
"BCAT2"	"ENSG00000105552"	587
"BCHE"	"ENSG00000114200"	590
"BCKDHA"	"ENSG00000248098"	593
"BCL11A"	"ENSG00000119866"	53335
"BCL2L1"	"ENSG00000171552"	598
"BCL2L11"	"ENSG00000153094"	10018
"BCL2L12"	"ENSG00000126453"	83596
"BCL2L13"	"ENSG00000099968"	23786
"BCL3"	"ENSG00000069399"	602
"BCL6"	"ENSG00000113916"	604
"BCR"	"ENSG00000186716"	613
"BCS1L"	"ENSG00000074582"	617
"BDH1"	"ENSG00000275544"	622
"BDH1"	"ENSG00000161267"	622
"BEND4"	"ENSG00000188848"	389206
"BFSP1"	"ENSG00000125864"	631
"BFSP2"	"ENSG00000170819"	8419
"BHLHE23"	"ENSG00000125533"	128408
"BHLHE40"	"ENSG00000134107"	8553
"BICRA"	"ENSG00000063169"	29998
"BID"	"ENSG00000015475"	637
"BIK"	"ENSG00000100290"	638
"BIN1"	"ENSG00000136717"	274
"BIRC6"	"ENSG00000115760"	57448
"BIRC7"	"ENSG00000101197"	79444
"BIRC8"	"ENSG00000163098"	112401
"BLCAP"	"ENSG00000166619"	10904
"BLOC1S3"	"ENSG00000189114"	388552
"BLOC1S4"	"ENSG00000186222"	55330
"BLVRB"	"ENSG00000090013"	645
"BMP10"	"ENSG00000163217"	27302
"BMP2"	"ENSG00000125845"	650
"BMP7"	"ENSG00000101144"	655
"BMPR2"	"ENSG00000204217"	659
"BOC"	"ENSG00000144857"	91653
"BOD1L1"	"ENSG00000038219"	259282
"BOK"	"ENSG00000176720"	666
"BOLA3"	"ENSG00000163170"	388962
"BOLL"	"ENSG00000152430"	66037
"BORCS8"	"ENSG00000254901"	729991
"BPI"	"ENSG00000101425"	671
"BPIFA1"	"ENSG00000198183"	51297
"BPIFA2"	"ENSG00000131050"	140683
"BPIFA3"	"ENSG00000131059"	128861
"BPIFB1"	"ENSG00000125999"	92747
"BPIFB2"	"ENSG00000078898"	80341
"BPIFB3"	"ENSG00000186190"	359710
"BPIFB4"	"ENSG00000186191"	149954
"BPIFB6"	"ENSG00000167104"	128859
"BPIFC"	"ENSG00000184459"	254240
"BRD1"	"ENSG00000100425"	23774
"BRK1"	"ENSG00000254999"	55845
"BRPF1"	"ENSG00000156983"	7862
"BRSK1"	"ENSG00000160469"	84446
"BRWD1"	"ENSG00000185658"	54014
"BSN"	"ENSG00000164061"	8927
"BSPH1"	"ENSG00000188334"	100131137
"BST1"	"ENSG00000109743"	683
"BST2"	"ENSG00000130303"	684
"BTBD3"	"ENSG00000132640"	22903
"BTD"	"ENSG00000169814"	686
"BTG3"	"ENSG00000281484"	10950
"BTG3"	"ENSG00000154640"	10950
"BTLA"	"ENSG00000186265"	151888
"BUB1"	"ENSG00000169679"	699
"BZW1"	"ENSG00000082153"	9689
"C19orf12"	"ENSG00000131943"	83636
"C19orf18"	"ENSG00000177025"	147685
"C19orf33"	"ENSG00000167644"	64073
"C19orf47"	"ENSG00000160392"	126526
"C19orf48"	"ENSG00000167747"	84798
"C19orf54"	"ENSG00000188493"	284325
"C19orf73"	"ENSG00000221916"	55150
"C19orf81"	"ENSG00000235034"	342918
"C1D"	"ENSG00000197223"	10438
"C1QL2"	"ENSG00000144119"	165257
"C1QTNF6"	"ENSG00000133466"	114904
"C1QTNF7"	"ENSG00000163145"	114905
"C20orf141"	"ENSG00000258713"	128653
"C20orf144"	"ENSG00000149609"	128864
"C20orf173"	"ENSG00000125975"	140873
"C20orf194"	"ENSG00000088854"	25943
"C20orf202"	"ENSG00000215595"	400831
"C20orf203"	"ENSG00000198547"	284805
"C20orf27"	"ENSG00000101220"	54976
"C20orf85"	"ENSG00000124237"	128602
"C20orf96"	"ENSG00000196476"	140680
"C21orf58"	"ENSG00000160298"	54058
"C21orf62"	"ENSG00000262938"	56245
"C21orf62"	"ENSG00000205929"	56245
"C21orf91"	"ENSG00000154642"	54149
"C22orf15"	"ENSG00000273579"	150248
"C22orf15"	"ENSG00000169314"	150248
"C22orf23"	"ENSG00000128346"	84645
"C22orf31"	"ENSG00000100249"	25770
"C22orf39"	"ENSG00000242259"	128977
"C22orf42"	"ENSG00000205856"	150297
"C22orf46"	"ENSG00000184208"	79640
"C2CD2"	"ENSG00000157617"	25966
"C2CD6"	"ENSG00000155754"	151254
"C2orf15"	"ENSG00000273045"	150590
"C2orf16"	"ENSG00000221843"	84226
"C2orf42"	"ENSG00000115998"	54980
"C2orf49"	"ENSG00000135974"	79074
"C2orf50"	"ENSG00000150873"	130813
"C2orf66"	"ENSG00000187944"	401027
"C2orf68"	"ENSG00000168887"	388969
"C2orf69"	"ENSG00000178074"	205327
"C2orf72"	"ENSG00000204128"	257407
"C2orf73"	"ENSG00000177994"	129852
"C2orf74"	"ENSG00000237651"	339804
"C2orf76"	"ENSG00000186132"	130355
"C2orf78"	"ENSG00000187833"	388960
"C2orf80"	"ENSG00000188674"	389073
"C2orf81"	"ENSG00000284308"	388963
"C2orf83"	"ENSG00000042304"	56918
"C2orf88"	"ENSG00000187699"	84281
"C2orf91"	"ENSG00000205086"	400950
"C3orf14"	"ENSG00000114405"	57415
"C3orf18"	"ENSG00000088543"	51161
"C3orf20"	"ENSG00000131379"	84077
"C3orf22"	"ENSG00000180697"	152065
"C3orf33"	"ENSG00000174928"	285315
"C3orf35"	"ENSG00000198590"	NA
"C3orf36"	"ENSG00000288547"	80111
"C3orf38"	"ENSG00000179021"	285237
"C3orf52"	"ENSG00000285394"	79669
"C3orf52"	"ENSG00000114529"	79669
"C3orf56"	"ENSG00000214324"	285311
"C3orf62"	"ENSG00000188315"	375341
"C3orf70"	"ENSG00000187068"	285382
"C3orf80"	"ENSG00000180044"	401097
"C4orf19"	"ENSG00000154274"	55286
"C4orf48"	"ENSG00000243449"	401115
"C5AR1"	"ENSG00000197405"	728
"C5AR2"	"ENSG00000134830"	27202
"CA11"	"ENSG00000063180"	770
"CAB39"	"ENSG00000135932"	51719
"CABIN1"	"ENSG00000281670"	23523
"CABIN1"	"ENSG00000099991"	23523
"CABLES2"	"ENSG00000149679"	81928
"CABP5"	"ENSG00000105507"	56344
"CABP7"	"ENSG00000100314"	164633
"CACNA1D"	"ENSG00000157388"	776
"CACNA1I"	"ENSG00000100346"	8911
"CACNA2D2"	"ENSG00000007402"	9254
"CACNA2D3"	"ENSG00000157445"	55799
"CACNB4"	"ENSG00000182389"	785
"CACNG2"	"ENSG00000166862"	10369
"CACNG6"	"ENSG00000130433"	59285
"CACNG7"	"ENSG00000105605"	59284
"CACNG8"	"ENSG00000142408"	59283
"CAD"	"ENSG00000084774"	790
"CADM2"	"ENSG00000175161"	253559
"CADM4"	"ENSG00000105767"	199731
"CADPS"	"ENSG00000163618"	8618
"CALCRL"	"ENSG00000064989"	10203
"CALM2"	"ENSG00000143933"	805
"CALM3"	"ENSG00000160014"	808
"CAMK1"	"ENSG00000134072"	8536
"CAMK2N2"	"ENSG00000163888"	94032
"CAMKMT"	"ENSG00000143919"	79823
"CAMKV"	"ENSG00000164076"	79012
"CAMP"	"ENSG00000164047"	820
"CAND2"	"ENSG00000144712"	23066
"CAPG"	"ENSG00000042493"	822
"CAPN10"	"ENSG00000142330"	11132
"CAPN12"	"ENSG00000182472"	147968
"CAPN13"	"ENSG00000162949"	92291
"CAPN14"	"ENSG00000214711"	440854
"CAPN7"	"ENSG00000131375"	23473
"CAPNS1"	"ENSG00000126247"	826
"CARD10"	"ENSG00000100065"	29775
"CARD8"	"ENSG00000105483"	22900
"CARF"	"ENSG00000138380"	79800
"CASP10"	"ENSG00000003400"	843
"CASP8"	"ENSG00000064012"	841
"CASR"	"ENSG00000036828"	846
"CASS4"	"ENSG00000087589"	57091
"CATIP"	"ENSG00000158428"	375307
"CATSPERG"	"ENSG00000099338"	57828
"CAV3"	"ENSG00000182533"	859
"CAVIN2"	"ENSG00000168497"	8436
"CBFA2T2"	"ENSG00000078699"	9139
"CBLB"	"ENSG00000114423"	868
"CBLC"	"ENSG00000142273"	23624
"CBLN4"	"ENSG00000054803"	140689
"CBR1"	"ENSG00000159228"	873
"CBR3"	"ENSG00000159231"	874
"CBS"	"ENSG00000160200"	875
"CBWD2"	"ENSG00000136682"	150472
"CBX6"	"ENSG00000183741"	23466
"CBX7"	"ENSG00000100307"	23492
"CBY1"	"ENSG00000100211"	25776
"CC2D2A"	"ENSG00000048342"	57545
"CCDC106"	"ENSG00000173581"	29903
"CCDC115"	"ENSG00000136710"	84317
"CCDC116"	"ENSG00000161180"	164592
"CCDC117"	"ENSG00000159873"	150275
"CCDC12"	"ENSG00000160799"	151903
"CCDC121"	"ENSG00000176714"	79635
"CCDC124"	"ENSG00000007080"	115098
"CCDC13"	"ENSG00000244607"	152206
"CCDC134"	"ENSG00000100147"	79879
"CCDC138"	"ENSG00000163006"	165055
"CCDC14"	"ENSG00000175455"	64770
"CCDC140"	"ENSG00000163081"	151278
"CCDC141"	"ENSG00000163492"	285025
"CCDC142"	"ENSG00000135637"	84865
"CCDC148"	"ENSG00000153237"	130940
"CCDC149"	"ENSG00000181982"	91050
"CCDC150"	"ENSG00000144395"	284992
"CCDC157"	"ENSG00000187860"	550631
"CCDC173"	"ENSG00000154479"	129881
"CCDC174"	"ENSG00000154781"	51244
"CCDC191"	"ENSG00000163617"	57577
"CCDC39"	"ENSG00000284862"	339829
"CCDC39"	"ENSG00000145075"	NA
"CCDC50"	"ENSG00000152492"	152137
"CCDC51"	"ENSG00000164051"	79714
"CCDC54"	"ENSG00000138483"	84692
"CCDC61"	"ENSG00000104983"	729440
"CCDC66"	"ENSG00000180376"	285331
"CCDC71"	"ENSG00000177352"	64925
"CCDC74A"	"ENSG00000163040"	90557
"CCDC74B"	"ENSG00000152076"	91409
"CCDC8"	"ENSG00000169515"	83987
"CCDC80"	"ENSG00000091986"	151887
"CCDC85A"	"ENSG00000055813"	114800
"CCDC88A"	"ENSG00000115355"	55704
"CCDC9"	"ENSG00000105321"	26093
"CCDC93"	"ENSG00000125633"	54520
"CCDC96"	"ENSG00000173013"	257236
"CCDC97"	"ENSG00000142039"	90324
"CCK"	"ENSG00000187094"	885
"CCKAR"	"ENSG00000163394"	886
"CCL20"	"ENSG00000115009"	6364
"CCM2L"	"ENSG00000101331"	140706
"CCNE1"	"ENSG00000105173"	898
"CCNL1"	"ENSG00000163660"	57018
"CCNT2"	"ENSG00000082258"	905
"CCNYL1"	"ENSG00000163249"	151195
"CCR1"	"ENSG00000163823"	1230
"CCR2"	"ENSG00000121807"	729230
"CCR3"	"ENSG00000183625"	1232
"CCR3"	"ENSG00000183625"	105377067
"CCR4"	"ENSG00000183813"	1233
"CCR5"	"ENSG00000160791"	1234
"CCR8"	"ENSG00000179934"	1237
"CCR9"	"ENSG00000173585"	10803
"CCRL2"	"ENSG00000121797"	9034
"CCT4"	"ENSG00000115484"	10575
"CCT7"	"ENSG00000135624"	10574
"CCT8"	"ENSG00000156261"	10694
"CCT8L2"	"ENSG00000198445"	150160
"CD177"	"ENSG00000204936"	57126
"CD200"	"ENSG00000091972"	4345
"CD200R1"	"ENSG00000163606"	131450
"CD200R1L"	"ENSG00000206531"	344807
"CD207"	"ENSG00000116031"	50489
"CD22"	"ENSG00000012124"	933
"CD28"	"ENSG00000178562"	940
"CD33"	"ENSG00000105383"	945
"CD37"	"ENSG00000104894"	951
"CD38"	"ENSG00000004468"	952
"CD40"	"ENSG00000101017"	958
"CD47"	"ENSG00000196776"	961
"CD79A"	"ENSG00000105369"	973
"CD80"	"ENSG00000121594"	941
"CD86"	"ENSG00000114013"	942
"CD8A"	"ENSG00000153563"	925
"CD8B"	"ENSG00000172116"	926
"CD93"	"ENSG00000125810"	22918
"CD96"	"ENSG00000153283"	10225
"CDC25A"	"ENSG00000164045"	993
"CDC25B"	"ENSG00000101224"	994
"CDC42EP1"	"ENSG00000128283"	11135
"CDC42EP3"	"ENSG00000163171"	10602
"CDC42EP5"	"ENSG00000273633"	148170
"CDC42EP5"	"ENSG00000273622"	148170
"CDC42EP5"	"ENSG00000278444"	148170
"CDC42EP5"	"ENSG00000167617"	148170
"CDC45"	"ENSG00000093009"	8318
"CDCA7"	"ENSG00000144354"	83879
"CDCP1"	"ENSG00000163814"	64866
"CDH22"	"ENSG00000149654"	64405
"CDH26"	"ENSG00000124215"	60437
"CDH4"	"ENSG00000280641"	1002
"CDH4"	"ENSG00000179242"	1002
"CDHR4"	"ENSG00000187492"	389118
"CDK15"	"ENSG00000138395"	65061
"CDK5R2"	"ENSG00000171450"	8941
"CDK5RAP1"	"ENSG00000101391"	51654
"CDKL4"	"ENSG00000205111"	344387
"CDPF1"	"ENSG00000205643"	150383
"CDS2"	"ENSG00000101290"	8760
"CDV3"	"ENSG00000091527"	55573
"CEACAM1"	"ENSG00000079385"	634
"CEACAM16"	"ENSG00000213892"	388551
"CEACAM18"	"ENSG00000213822"	729767
"CEACAM19"	"ENSG00000186567"	56971
"CEACAM20"	"ENSG00000273777"	125931
"CEACAM21"	"ENSG00000278565"	90273
"CEACAM21"	"ENSG00000007129"	90273
"CEACAM3"	"ENSG00000170956"	1084
"CEACAM4"	"ENSG00000274131"	1089
"CEACAM4"	"ENSG00000105352"	1089
"CEACAM5"	"ENSG00000105388"	1048
"CEACAM6"	"ENSG00000086548"	4680
"CEACAM7"	"ENSG00000280501"	1087
"CEACAM7"	"ENSG00000007306"	1087
"CEACAM8"	"ENSG00000124469"	1088
"CEBPA"	"ENSG00000245848"	1050
"CEBPB"	"ENSG00000172216"	1051
"CEBPG"	"ENSG00000153879"	1054
"CEBPZ"	"ENSG00000115816"	10153
"CECR2"	"ENSG00000099954"	27443
"CELSR1"	"ENSG00000075275"	9620
"CELSR3"	"ENSG00000008300"	1951
"CENPA"	"ENSG00000115163"	1058
"CENPB"	"ENSG00000125817"	1059
"CENPM"	"ENSG00000100162"	79019
"CENPO"	"ENSG00000138092"	79172
"CEP135"	"ENSG00000174799"	9662
"CEP19"	"ENSG00000174007"	84984
"CEP250"	"ENSG00000126001"	11190
"CEP63"	"ENSG00000182923"	80254
"CEP68"	"ENSG00000011523"	23177
"CEP70"	"ENSG00000114107"	80321
"CEP89"	"ENSG00000121289"	84902
"CEP97"	"ENSG00000182504"	79598
"CERK"	"ENSG00000100422"	64781
"CERKL"	"ENSG00000188452"	375298
"CERS1"	"ENSG00000223802"	10715
"CERS6"	"ENSG00000172292"	253782
"CFAP100"	"ENSG00000163885"	348807
"CFAP36"	"ENSG00000163001"	112942
"CFAP44"	"ENSG00000206530"	55779
"CFAP61"	"ENSG00000089101"	26074
"CFAP65"	"ENSG00000181378"	255101
"CFC1"	"ENSG00000136698"	55997
"CFC1B"	"ENSG00000152093"	653275
"CFLAR"	"ENSG00000003402"	8837
"CGB1"	"ENSG00000267631"	114335
"CGB2"	"ENSG00000104818"	114336
"CGB3"	"ENSG00000104827"	1082
"CGB5"	"ENSG00000189052"	93659
"CGB8"	"ENSG00000213030"	94115
"CGGBP1"	"ENSG00000163320"	8545
"CGREF1"	"ENSG00000138028"	10669
"CHAC2"	"ENSG00000143942"	494143
"CHADL"	"ENSG00000100399"	150356
"CHAF1B"	"ENSG00000159259"	8208
"CHCHD10"	"ENSG00000273607"	400916
"CHCHD10"	"ENSG00000250479"	400916
"CHCHD4"	"ENSG00000163528"	131474
"CHCHD5"	"ENSG00000125611"	84269
"CHCHD6"	"ENSG00000159685"	84303
"CHD6"	"ENSG00000124177"	84181
"CHDH"	"ENSG00000016391"	55349
"CHEK2"	"ENSG00000183765"	11200
"CHGB"	"ENSG00000089199"	1114
"CHIC2"	"ENSG00000109220"	26511
"CHKB"	"ENSG00000100288"	1120
"CHL1"	"ENSG00000134121"	10752
"CHMP2A"	"ENSG00000130724"	27243
"CHMP2B"	"ENSG00000083937"	25978
"CHMP4B"	"ENSG00000101421"	128866
"CHN1"	"ENSG00000128656"	1123
"CHODL"	"ENSG00000154645"	140578
"CHPF"	"ENSG00000123989"	79586
"CHRD"	"ENSG00000090539"	8646
"CHRNA1"	"ENSG00000138435"	1134
"CHRNA4"	"ENSG00000101204"	1137
"CHRNA9"	"ENSG00000174343"	55584
"CHRND"	"ENSG00000135902"	1144
"CHRNG"	"ENSG00000196811"	1146
"CHST10"	"ENSG00000115526"	9486
"CHST13"	"ENSG00000180767"	166012
"CHST2"	"ENSG00000175040"	9435
"CHST8"	"ENSG00000124302"	64377
"CIAO1"	"ENSG00000144021"	9391
"CIB4"	"ENSG00000157884"	130106
"CIC"	"ENSG00000079432"	23152
"CIDEC"	"ENSG00000187288"	63924
"CILP2"	"ENSG00000160161"	148113
"CIP2A"	"ENSG00000163507"	57650
"CIR1"	"ENSG00000138433"	9541
"CISH"	"ENSG00000114737"	1154
"CKAP2L"	"ENSG00000169607"	150468
"CKM"	"ENSG00000104879"	1158
"CLASP1"	"ENSG00000074054"	23332
"CLASP2"	"ENSG00000163539"	23122
"CLASRP"	"ENSG00000104859"	11129
"CLC"	"ENSG00000105205"	1178
"CLCN2"	"ENSG00000114859"	1181
"CLDN1"	"ENSG00000163347"	9076
"CLDN11"	"ENSG00000013297"	5010
"CLDN14"	"ENSG00000159261"	23562
"CLDN16"	"ENSG00000113946"	10686
"CLDN17"	"ENSG00000156282"	26285
"CLDN18"	"ENSG00000066405"	51208
"CLDN5"	"ENSG00000184113"	7122
"CLDN8"	"ENSG00000156284"	9073
"CLDND1"	"ENSG00000080822"	56650
"CLDND2"	"ENSG00000160318"	125875
"CLEC11A"	"ENSG00000105472"	6320
"CLEC3B"	"ENSG00000163815"	7123
"CLEC4F"	"ENSG00000152672"	165530
"CLHC1"	"ENSG00000162994"	130162
"CLIC6"	"ENSG00000159212"	54102
"CLIP3"	"ENSG00000105270"	25999
"CLIP4"	"ENSG00000115295"	79745
"CLK1"	"ENSG00000013441"	1195
"CLNK"	"ENSG00000109684"	116449
"CLOCK"	"ENSG00000134852"	9575
"CLPTM1"	"ENSG00000104853"	1209
"CLRN1"	"ENSG00000163646"	7401
"CLRN2"	"ENSG00000249581"	645104
"CLSTN2"	"ENSG00000158258"	64084
"CLTCL1"	"ENSG00000070371"	8218
"CMC1"	"ENSG00000187118"	152100
"CMPK2"	"ENSG00000134326"	129607
"CMSS1"	"ENSG00000184220"	84319
"CMTM6"	"ENSG00000091317"	54918
"CMTM7"	"ENSG00000153551"	112616
"CMTM8"	"ENSG00000170293"	152189
"CNBD2"	"ENSG00000149646"	140894
"CNBP"	"ENSG00000169714"	7555
"CNFN"	"ENSG00000105427"	84518
"CNGA1"	"ENSG00000198515"	1259
"CNGA3"	"ENSG00000144191"	1261
"CNKSR3"	"ENSG00000153721"	154043
"CNNM3"	"ENSG00000168763"	26505
"CNNM4"	"ENSG00000158158"	26504
"CNOT10"	"ENSG00000182973"	25904
"CNOT11"	"ENSG00000158435"	55571
"CNOT3"	"ENSG00000276082"	4849
"CNOT3"	"ENSG00000273943"	4849
"CNOT3"	"ENSG00000275979"	4849
"CNOT3"	"ENSG00000274941"	4849
"CNOT3"	"ENSG00000277114"	4849
"CNOT3"	"ENSG00000274176"	4849
"CNOT3"	"ENSG00000277615"	4849
"CNOT3"	"ENSG00000274616"	4849
"CNOT3"	"ENSG00000277600"	4849
"CNOT3"	"ENSG00000088038"	4849
"CNOT9"	"ENSG00000144580"	9125
"CNPPD1"	"ENSG00000115649"	27013
"CNRIP1"	"ENSG00000119865"	25927
"CNTN3"	"ENSG00000113805"	5067
"CNTN4"	"ENSG00000144619"	152330
"CNTN6"	"ENSG00000134115"	27255
"CNTNAP5"	"ENSG00000155052"	129684
"COA5"	"ENSG00000183513"	493753
"COBLL1"	"ENSG00000082438"	22837
"COL18A1"	"ENSG00000182871"	80781
"COL20A1"	"ENSG00000101203"	57642
"COL3A1"	"ENSG00000168542"	1281
"COL4A3"	"ENSG00000169031"	1285
"COL4A4"	"ENSG00000081052"	1286
"COL5A2"	"ENSG00000204262"	1290
"COL6A1"	"ENSG00000142156"	1291
"COL6A2"	"ENSG00000142173"	1292
"COL6A3"	"ENSG00000163359"	1293
"COL6A5"	"ENSG00000172752"	256076
"COL6A6"	"ENSG00000206384"	131873
"COL7A1"	"ENSG00000114270"	1294
"COL8A1"	"ENSG00000144810"	1295
"COL9A3"	"ENSG00000092758"	1299
"COLEC11"	"ENSG00000118004"	78989
"COLGALT1"	"ENSG00000130309"	79709
"COLQ"	"ENSG00000206561"	8292
"COMMD1"	"ENSG00000173163"	150684
"COMMD2"	"ENSG00000114744"	51122
"COMMD7"	"ENSG00000149600"	149951
"COMMD8"	"ENSG00000169019"	54951
"COMP"	"ENSG00000105664"	1311
"COMT"	"ENSG00000093010"	1312
"COPB2"	"ENSG00000184432"	9276
"COPE"	"ENSG00000105669"	11316
"COPG1"	"ENSG00000181789"	22820
"COPS7B"	"ENSG00000144524"	64708
"COPS8"	"ENSG00000198612"	10920
"COPS9"	"ENSG00000172428"	150678
"COQ10B"	"ENSG00000115520"	80219
"COQ8B"	"ENSG00000123815"	79934
"CORIN"	"ENSG00000145244"	10699
"COX17"	"ENSG00000138495"	10063
"COX4I2"	"ENSG00000131055"	84701
"COX5B"	"ENSG00000135940"	1329
"COX6B1"	"ENSG00000126267"	1340
"COX6B2"	"ENSG00000160471"	125965
"COX7A1"	"ENSG00000161281"	1346
"COX7A2L"	"ENSG00000115944"	9167
"COX7B2"	"ENSG00000170516"	170712
"CP"	"ENSG00000047457"	1356
"CPA3"	"ENSG00000163751"	1359
"CPB1"	"ENSG00000153002"	1360
"CPEB2"	"ENSG00000137449"	132864
"CPLX1"	"ENSG00000168993"	10815
"CPN2"	"ENSG00000178772"	1370
"CPNE1"	"ENSG00000214078"	8904
"CPNE4"	"ENSG00000196353"	131034
"CPNE9"	"ENSG00000144550"	151835
"CPO"	"ENSG00000144410"	130749
"CPOX"	"ENSG00000080819"	1371
"CPS1"	"ENSG00000021826"	1373
"CPSF3"	"ENSG00000119203"	51692
"CPT1B"	"ENSG00000205560"	1375
"CPT1C"	"ENSG00000169169"	126129
